No.,Cod.,"Centro de Costo","Punto BI",Agencia,Ubicación,Dirección,"Tiempo de respuesta","Base de Patrullaje","Patrullaje Para Abastecimiento","TIEMPO DE RESPUESTA (MN)","SECTOR OPERATIVO",VALORES
129,A220,08.2.212,AGENCIA,"AGENCIA ANTIGUA II (A220)",DEPARTAMENTAL,"4a. Calle Poniente No. 14",0:10:00,"Agencia Ebano Antigua",N/A,"Sin cobertura",,EBANO
130,A221,08.2.213,AGENCIA,"AGENCIA SAN MARCOS (A221)",LOCAL,"9 Calle 7-54 zona 1",0:10:00,"Agencia Ebano San Marcos",SI,"Sin cobertura",,EBANO
131,A222,08.2.214,AGENCIA,"AGENCIA HUEHUETENANGO II (A222)",DEPARTAMENTAL,"9a. Avenida 6-75 Zona 1, Huehuetenango",0:10:00,"Agencia Ebano Huehuetenango",N/A,"Sin cobertura",,EBANO
132,A223,08.2.215,AGENCIA,"AGENCIA LA TORRE (A223)",LOCAL,"7a. Av. 1-49 zona 9",0:10:00,"Base zona 13",N/A,"Sin cobertura",,EBANO
133,A230,08.2.197,AGENCIA,"AGENCIA WALMART NORTE (A230)",LOCAL,"km. 4.5 carretera atlántico z.17 local 10-11",0:10:00,"Base Norte",N/A,"Sin cobertura",,EBANO
134,A231,08.2.231,AGENCIA,"AGENCIA PRADERA ESCUINTLA (A231)",DEPARTAMENTAL,"1a. Av. 1-40 zona 3 Escuintla",0:10:00,"Agencia Ebano Escuintla",N/A,"Sin cobertura",,EBANO
135,A233,08.2.233,AGENCIA,"AGENCIA CENTRAL DE XELA (A233)",DEPARTAMENTAL,"4a. Calle 11-38 zona 1",0:15:00,"Agencia Ebano Quetzaltenango",N/A,"Sin cobertura",,EBANO
136,A304,08.2.312,AGENCIA,"AGENCIA URL QUETZALTENANGO (A304)",DEPARTAMENTAL,"14 av. 0-43 z.3 Quetzaltenango",0:10:00,"Agencia Ebano Quetzaltenango",N/A,"Sin cobertura",,EBANO
137,A234,08.2.234,AGENCIA,"AGENCIA EL ESTOR  (A234)",DEPARTAMENTAL,"7a. Av. 3ra. Calle El Estor, Izabal",2:00:00,"Agencia Ebano Morales",N/A,"Sin cobertura",,EBANO
138,A235,08.2.235,AGENCIA,"AGENCIA C.C. COATEPEQUE (A235)",DEPARTAMENTAL,"3a. Av. 8-74 zona 2 C.C. Internac.",0:10:00,"Agencia Ebano Coatepeque",N/A,"Sin cobertura",,EBANO
139,A236,08.2.245,AGENCIA,"AGENCIA PLAZA FLORIDA (A236)",LOCAL,"Clz. San Juan 1-83 zona 7 Mixco L.508",0:10:00,"Base Central",SI,"Sin cobertura",,EBANO
140,A237,08.2.236,AGENCIA,"AGENCIA META TERMINAL (A237)",LOCAL,"11 Av. 4-78 Col. Atlántida Zona 18 CC Metaterminal",0:10:00,"Base Norte",N/A,"Sin cobertura",,EBANO
141,A245,08.2.237,AGENCIA,"AGENCIA LA ESCALA (A245)",LOCAL,"Km. 14.5 Carrt. Al Salvador CC Escala L.20",0:10:00,"Base Condado",N/A,"Sin cobertura",,EBANO
142,A246,08.2.249,AGENCIA,"AGENCIA SAN MIGUEL IXTAHUACAN  (A246)",DEPARTAMENTAL,"Calle Principal a un cost. Mercado Municipal",2:30:00,"Agencia Ebano San Marcos",N/A,"Sin cobertura",,EBANO
143,A260,08.2.265,AGENCIA,"AGENCIA EL PROGRESO, JUTIAPA (A260)",DEPARTAMENTAL,"0 Calle 4-05 Zona 2  Clz. Julio Way",0:20:00,"Agencia Ebano Jutiapa",N/A,"Sin cobertura",,EBANO
144,A261,08.2.266,AGENCIA,"AGENCIA PEDRO DE ALVARADO  (A261)",DEPARTAMENTAL,"km. 160 carretera centro americacna  ciudad Pedro de Alvarado ",0:55:00,"Agencia Ebano Pedro de Alvarado",N/A,"Sin cobertura",,EBANO
145,A262,08.2.267,AGENCIA,"AGENCIA MATAQUESCUINTLA  (A262)",DEPARTAMENTAL,"Cantón Elena costado norte municipalidad",1:30:00,"Agencia Ebano Jalapa",N/A,"Sin cobertura",,EBANO
146,A267,08.2.271,AGENCIA,"AGENCIA PNUD (A267)",LOCAL,"5ta. Ave. 5-55 Zona 14, Torre IV, 12avo. Nivel",0:10:00,"Base Las Americas",N/A,"Sin cobertura",,EBANO
147,A269,08.2.269,AGENCIA,"AGENCIA CHIMALTENANGO II  (A269)",DEPARTAMENTAL,"1era. Avenida 1-88 Z. 1 Chimaltenango",0:10:00,"Agencia Ebano Chimaltenango",N/A,"Sin cobertura",,EBANO
148,A270,08.2.270,AGENCIA,"AGENCIA FRAIJANES  (A270)",LOCAL,"km. 20 C.C. Vista Fraijanes local 20",0:10:00,"Base Condado",N/A,"Sin cobertura",,EBANO
149,A271,08.2.272,AGENCIA,"AGENCIA TECULUTAN II (A271)",DEPARTAMENTAL,"Km. 121 2-53 Z. 2 Teculutan Zacapa",0:10:00,"Agencia Ebano Zacapa",N/A,"Sin cobertura",,EBANO
150,A276,08.2.273,AGENCIA,"AGENCIA MESILLA (A276)",DEPARTAMENTAL,"Entrada principal barrio villa nueva aldea mesilla, democracia Huehuetenango",2:30:00,"Agencia Ebano Huehuetenango",N/A,"Sin cobertura",,EBANO
151,A277,08.2.274,AGENCIA,"AGENCIA POPTUN (A277)",DEPARTAMENTAL,"Av. 15 septiembre 7-27 z.1 ",0:10:00,"Agencia Ebano Poptun",N/A,"Sin cobertura",,EBANO
152,A278,08.2.275,AGENCIA,"AGENCIA NUEVA SANTA ROSA (A278)",DEPARTAMENTAL,"0 Avenida Teofilo Solares entre 6a. Y 7a. Calle zona 2 Nueva Santa Rosa, Santa Rosa",0:45:00,"Agencia Ebano Barberena",N/A,"Sin cobertura",,EBANO
153,A279,08.2.276,AGENCIA,"AGENCIA FRAY BARTOLOMÉ DE LAS CASAS (A279)",DEPARTAMENTAL,"calle principal No. 386 Fray Bartolomé de las casas",5:00:00,"Agencia Ebano Coban",N/A,"Sin cobertura",,EBANO
154,A284,08.2.294,AGENCIA,"AGENCIA Forza (A284)",LOCAL,"Avenida Petapa 42-51 Zona 12",0:10:00,"Base Petapa Santa Elisa",N/A,"Sin cobertura",,EBANO
155,A285,08.2.296,AGENCIA,"AGENCIA SAN JUAN SACATEPEQUEZ (A285)",LOCAL,"6ta. Calle 9-03 z.1 San Juan Sacatepequez",0:40:00,"Base Florida",N/A,"Sin cobertura",,EBANO
156,A286,08.2.299,AGENCIA,"AGENCIA LIZTEX MIXCO BRIGADA (A286)",LOCAL,"Avenida La Brigada 13-30 zona 7 Colonia San Ignacio, Mixco.",0:10:00,"Base Central",N/A,"Sin cobertura",,EBANO
157,A287,08.2.297,AGENCIA,"AGENCIA CHIANTLA (A287)",DEPARTAMENTAL,"7ma. Calle 4-43 zona 1 Chiantla, Huehuetenango",0:30:00,"Agencia Ebano Huehuetenango",SI,"Sin cobertura",,EBANO
158,A288,08.2.298,AGENCIA,"AGENCIA EL ENCINAL (A288)",LOCAL,"Calle de los Pinos intersección Calle del Cementerio C.C. Encinal Local 13-14",0:10:00,"Base Central","Pre autorizado","Sin cobertura",,EBANO
159,A289,08.2.300,AGENCIA,"AGENCIA C.C. GALERIAS PRIMMA (A289)",LOCAL,"Calzada Roosevelt 14-82 zona 7 C.C. Galerias Primma local 114",0:10:00,"Base Roosevelt",N/A,"Sin cobertura",,EBANO
160,A290,08.2.301,AGENCIA,"AGENCIA PRADERA CHIQUIMULA (A290)",DEPARTAMENTAL,"Km. 167 C.C. Pradera Chiquimula locales 114, 115 y 116",0:10:00,"Agencia Ebano Chiquimula",N/A,"Sin cobertura",,EBANO
161,A291,08.2.302,AGENCIA,"AGENCIA PRADERA PALIN ESCUINTLA (A291)",DEPARTAMENTAL,"1era. Ave. 7-67 zona 2, Barrio San Lucas Palín Escuintla",0:15:00,"Base Amatitlan",N/A,"Sin cobertura",,EBANO
162,A292,08.2.303,AGENCIA,"AGENCIA PRADERA LINDA VISTA (A292)",LOCAL,"0 Ave. 2-60 zona 10 Colonia Guatel, Villa Nueva",0:15:00,"Base Villa Nueva",SI,"Sin cobertura",,EBANO
163,A293,08.2.304,AGENCIA,"AGENCIA MUNDO MAYA (A293)",DEPARTAMENTAL,"C.C. Metro Plaza Mundo local 20, Santa Elena Péten",0:15:00,"Agencia Ebano Santa Elena Peten",SI,"Sin cobertura",,EBANO
164,A313,08.2.311,AGENCIA,"AGENCIA PLAZA EL ROBLE (A313)",LOCAL,"7ma. Ave. 6-26 zona 9, Edificio Plaza El Roble",0:10:00,"Base zona 13",N/A,"Sin cobertura",,EBANO
165,A314,08.2.315,AGENCIA,"AGENCIA PREMIUM CONDADO C.(A314)",LOCAL,"Km. 16 carretera a El Salvador C.C. Pradera Concepción",0:10:00,"Base Condado",N/A,"Sin cobertura",,EBANO
166,A315,08.2.316,AGENCIA,"AGENCIA PLAZA PRIMMA (A315)",LOCAL,"Calzada Roosevelt 14-82 zona 7 C.C. Galerias Primma local 103",0:10:00,"Base Roosevelt",N/A,"Sin cobertura",,EBANO
167,A317,08.2.317,AGENCIA,"AGENCIA PRADERA VILLA NUEVA (A317)",LOCAL,"1era. Calle 3-87 zona 5 C.C. Pradera Express Villa Nueva Local 2 VN",0:10:00,"Base Villa Nueva",SI,"Sin cobertura",,EBANO
168,A318,08.2.318,AGENCIA,"AGENCIA MONJAS JALAPA (A318)",DEPARTAMENTAL,"Calzada Edin Roberto Nova, Barrio El Porvenir, Monjas Jalapa",0:45:00,"Agencia Ebano Jalapa",SI,"Sin cobertura",,EBANO
169,A319,08.2.319,AGENCIA,"AGENCIA TECPAN (A319)",DEPARTAMENTAL,"1era. Avenida 2-44 zona 2 Tecpán, Chimaltenango.",1:00:00,"Agencia Ebano Chimaltenango",N/A,"Sin cobertura",,EBANO
170,A323,08.2.320,AGENCIA,"AGENCIA FONTABELLA (A323)",LOCAL,"4ta. Avenida 12-59 zona 10 Local 1EB, Guatemala.",0:10:00,"Base zona 10",N/A,"Sin cobertura",,EBANO
171,A325,08.2.322,AGENCIA,"AGENCIA OAKLAND MALL  (A325)",LOCAL,"Diagonal 6, 13-01 C.C. Oakland Mall. Local PF3, Guatemala.",0:10:00,"Base zona 10",N/A,"Sin cobertura",,EBANO
172,A328,08.2.323,AGENCIA,"AGENCIA PRADERA PUERTO BARRIOS (A328)",DEPARTAMENTAL,"Km. 292.5 Carretera al Atlantico, Centro Comercial la Pradera Puerto Barrios, Locales 6 y 7",0:15:00,"Agencia Ebano Puerto Barrios",SI,"Sin cobertura",,EBANO
173,A329,08.2.324,AGENCIA,"AGENCIA PRADERA HUEHUETENANGO (A329)",DEPARTAMENTAL,"Calzada Kaibil Balam Sector 1, El Cambote, Zona 11 Huehuetenango",0:10:00,"Agencia Ebano Huehuetenango",SI,"Sin cobertura",,EBANO
174,A330,08.2.159,AGENCIA,"AGENCIA SANARATE (A330)",DEPARTAMENTAL,"Avenida  Ismael Arriaza 1-20 Zona 2, Sanarate, El Progreso",0:10:00,"Agencia Ebano Sanarate",N/A,"Sin cobertura",,EBANO
175,A332,08.2.326,AGENCIA,"AGENCIA FLOR DEL CAMPO (A332)",LOCAL,"Km 30.2 Carretera al Pacífico de sur a norte, Amatitlan Guatemala Condominio Flor del Campo",0:10:00,"Base Amatitlan",N/A,"Sin cobertura",,EBANO
176,A333,08.2.325,AGENCIA,"AGENCIA ZONA PRADERA  (A333)",LOCAL,"Boulevard Los Proceres 18 calle 24-69 zona 10, Planta baja torre I",0:10:00,"base zona 10",N/A,"Sin cobertura",,EBANO
177,A335,08.2.327,AGENCIA,"AGENCIA ESKALA ROOSEVELTH  (A335)",LOCAL,"kilómetro 13.8 Calzada Roosevelth Centro comercial Eskala Roosevleth local 138 y 139",0:10:00,"Base Roosevelt",N/A,"Sin cobertura",,EBANO
178,A345,08.2.328,AGENCIA,"AGENCIA CENTRO COMERCIAL PETAPA (A345)",LOCAL,"Avenida Petapa 35-40 Z.12 Local G-9 C.C. Petapa",0:10:00,"Base Petapa Santa Elisa",N/A,"Sin cobertura",,EBANO
179,A379,08.2.329,AGENCIA,"AGENCIA C.C. SANTA CLARA (A379)",LOCAL,"Km. 17.5 Carretera al Pacifico, C.C. Santa Clara Local 132",0:10:00,"Base Villa Nueva",N/A,"Sin cobertura",,EBANO
180,A380,08.2.330,AGENCIA,"AGENCIA C.C. MIX SAN CRISTOBAL (A380)",LOCAL,"5ta. Avenida 3-05, Sector A-3, Zona 8, Mixco",0:15:00,"Base Central",N/A,"Sin cobertura",,EBANO
181,A382,08.2.646,AGENCIA,"AGENCIA CEMENTOS PROGRESO (A382)",LOCAL,"15 Avenida 18-01-, zona 6, Finca La Pradera, Guatemala",0:10:00,"Base Parroquia",N/A,"Sin cobertura",,EBANO
182,A384,08.2.332,AGENCIA,"AGENCIA C.C FLORES DEL LAGO  AMATITLÁN (A384)",LOCAL,"Km. 29.6 carretera CA-9 Amatitlán, C.C. Flores del Lago, Amatitlán.",0:10:00,"Base Amatitlan",N/A,"Sin cobertura",,EBANO
183,A385,08.2.331,AGENCIA,"AGENCIA TORRE III (A385)",LOCAL,"Vía 5, 5-35, zona 4",0:10:00,"base zona 13",N/A,"Sin cobertura",,EBANO
184,A385A,08.2.331,AGENCIA,"AGENCIA MINI AGENCIA TORRE III  (A385A)",LOCAL,"Vía 5, 5-35, zona 4",0:10:00,"base zona 13",N/A,"Sin cobertura",,EBANO
185,A399,08.2.238,AGENCIA,"AGENCIA GALERIA LAS AMERICAS XELA  (A399)",DEPARTAMENTAL,"Avenida Las Américas, 9a. Calle, zona 9, Quetzaltenango",0:10:00,"Agencia Ebano Quetzaltenango","Pre autorizado","Sin cobertura",,EBANO
186,A399A,09.7.010,AGENCIA,"AGENCIA BI PREMIUM GAL. AMERICAS XELA (A399A)",DEPARTAMENTAL,"C.C. No.8 Avenida las Américas Zona 9 Xela.",0:10:00,"Agencia Ebano Quetzaltenango",N/A,"Sin cobertura",,EBANO
187,A401,08.2.246,AGENCIA,"AGENCIA MALACATAN (A401)",DEPARTAMENTAL,"5a. Calle y 5a. Av. Esquina Z. 1 frente al parque",0:10:00,"Agencia Ebano Malacatan",N/A,"Sin cobertura",,EBANO
188,A402,08.2.248,AGENCIA,"AGENCIA CATARINA (A402)",DEPARTAMENTAL,"5a. Calle 1-52 zona 1 Cat. San Marcos",0:25:00,"Agencia Ebano Malacatan",N/A,"Sin cobertura",,EBANO
189,A403,08.2.247,AGENCIA,"AGENCIA MOYUTA (A403)",DEPARTAMENTAL,"4ta. Av. Y 2da. Calle Zona 1 Moyuta",1:40:00,"Agencia Ebano Pedro de Alvarado",N/A,"Sin cobertura",,EBANO
190,A407,08.2.258,AGENCIA,"AGENCIA BOLIVAR  (A407)",LOCAL,"Av. Bolívar 32-53 Zona 8",0:10:00,"Base Bolivar",N/A,"Sin cobertura",,EBANO
191,A408,08.2.259,AGENCIA,"AGENCIA PARROQUIA II (A408)",LOCAL,"Calz. José Milla y Vidaure 17-30 Zona 6",0:10:00,"Base Parroquia",N/A,"Sin cobertura",,EBANO
192,A409,08.2.256,AGENCIA,"AGENCIA SAN JUAN II (A409)",LOCAL,"Calz. San Juan 10-60 Zona 7",0:10:00,"Base San Juan",N/A,"Sin cobertura",,EBANO
193,A410,08.2.257,AGENCIA,"AGENCIA CONDADO CONCEPCIÓN  (A410)",LOCAL,"Km. 15.5 Ct.al Salvador Condado Concepción",0:10:00,"Base Condado",SI,"Sin cobertura",,EBANO
194,A411,08.2.648,AGENCIA,"AGENCIA LOS ALAMOS (A411)",LOCAL,"0 Calle 0-60 Zona 07 Colonia Villa Hermosa 1, Centro Comercial Eco Centro Los Álamos, Locales PF3 y PF4, San Miguel Petapa, Guatemala",0:15:00,"Base Villa Nueva",N/A,"Sin cobertura",,EBANO
195,A412,08.2.260,AGENCIA,"AGENCIA ROOSEVELT COTIO  (A412)",LOCAL,"4ta. Av. "B"" 0-36 Zona 2 Col. Cotio"",0:10:00,"Base Central",N/A,"Sin cobertura",,EBANO
196,A413,08.2.261,AGENCIA,"AGENCIA SAN NICOLAS XELA  (A413)",DEPARTAMENTAL,"17av. 2-41 z.3 Quetzaltenango",0:10:00,"Agencia Ebano Quetzaltenango",SI,"Sin cobertura",,EBANO
197,A414,08.2.262,AGENCIA,"AGENCIA METROPLAZA JUTIAPA II (A414)",DEPARTAMENTAL,"Km. 116 carretera CA1, ingreso principal a Jutiapa",0:10:00,"Agencia Ebano Jutiapa",N/A,"Sin cobertura",,EBANO
198,A417,08.2.264,AGENCIA,"AGENCIA AMERICAS MAZATENANGO (A417)",DEPARTAMENTAL,"C.C. Las Américas Local 308",0:10:00,"Agencia Ebano Mazatenango",N/A,"Sin cobertura",,EBANO
199,A419,08.2.279,AGENCIA,"AGENCIA TECUN UMAN (A419)",DEPARTAMENTAL,"1era. Avenida 4-38 Z.1, Tecun Umán",0:50:00,"Agencia Ebano Tecun Uman",N/A,"Sin cobertura",,EBANO
200,A422,08.2.280,AGENCIA,"AGENCIA SALCAJA (A422)",DEPARTAMENTAL,"2ª. Avenida y 1ª. Calle zona 1, Salcajá; Quetzalte",0:15:00,"Agencia Ebano Totonicapan",N/A,"Sin cobertura",,EBANO
201,A424,08.2.282,AGENCIA,"AGENCIA SAN JUAN OSTUNCALCO (A424)",DEPARTAMENTAL,"2da. Avenida 1-54 zona 2",0:20:00,"Agencia Ebano Quetzaltenango",N/A,"Sin cobertura",,EBANO
202,A425,08.2.283,AGENCIA,"AGENCIA SAN ANTONIO SUCHITEPEQUEZ (A425)",DEPARTAMENTAL,"4ta. Calle y 2da. Ave. Esquina zona 1 San Antonio Suchitepéquez",0:25:00,"Agencia Ebano Mazatenango",N/A,"Sin cobertura",,EBANO
203,A426,08.2.284,AGENCIA,"AGENCIA SIBILIA (A426)",DEPARTAMENTAL,"Salon Municipal de Usos Multiples "Arbelio Jorán López"""",0:40:00,"Agencia Ebano Quetzaltenango",N/A,"Sin cobertura",,EBANO
204,A427,08.2.285,AGENCIA,"AGENCIA CONCEPCION CHIQUIRICHAPA (A427)",DEPARTAMENTAL,"Local de la Municipalidad, Frente al Parque, Quetzaltenango",0:20:00,"Agencia Ebano Quetzaltenango",N/A,"Sin cobertura",,EBANO
205,A428,08.2.286,AGENCIA,"AGENCIA SANTA CRUZ BARILLAS (A428)",DEPARTAMENTAL,"7a. Calle 2-29 zona 1, Santa Cruz Barillas Huehuetenango",8:00:00,"Agencia Ebano Huehuetenango",N/A,"Sin cobertura",,EBANO
206,A429,08.2.287,AGENCIA,"AGENCIA TEJUTLA (A429)",DEPARTAMENTAL,"Calle Demetrio Laparra frente al parque central, Villa de Tejutla, San Marcos",2:30:00,"Agencia Ebano San Marcos",N/A,"Sin cobertura",,EBANO
207,A430,08.2.288,AGENCIA,"AGENCIA JACALTENANGO (A430)",DEPARTAMENTAL,"4ta. Ave. B zona 1, Jacaltenango, Huehuetenango",3:30:00,"Agencia Ebano Huehuetenango",N/A,"Sin cobertura",,EBANO
208,A436,08.2.289,AGENCIA,"AGENCIA HUEHUETENANGO III (A436)",DEPARTAMENTAL,"2a. Calle 3-16 zona 1",0:10:00,"Agencia Ebano Huehuetenango",N/A,"Sin cobertura",,EBANO
209,A445,08.2.333,AGENCIA,"AGENCIA MANANTIALES (A445)",DEPARTAMENTAL,"km 105 Carretera a Puerto San José, Centro Comercial Plaza Manantial, local 8",0:10:00,"Agencia Ebano Puerto San José",N/A,"Sin cobertura",,EBANO
210,A446,08.2.334,AGENCIA,"AGENCIA PATULUL (A446)",DEPARTAMENTAL,"Calle Principal 3-42, Patulul, Suchitepequez",0:10:00,"Zona 1 de Patulul, Suchitepequez",N/A,"Sin cobertura",,EBANO
211,A450,08.2.337,AGENCIA,"AGENCIA SANTA CATARINA PINULA (A450)",LOCAL,"5ta.  Ave., 0 Calle Santa Catrina Pínula",0:10:00,"Base Las Americas",N/A,"Sin cobertura",,EBANO
212,A452,08.2.338,AGENCIA,"AGENCIA LA TRINIDAD MALACATAN (A452)",DEPARTAMENTAL,"9na. Ave. 5ta. calle, zona 6 C.C. La Trinidad, local 13 (Malacatán San Marcos)",0:10:00,"Agencia Ebano San Marcos",SI,"Sin cobertura",,EBANO
213,A453,08.2.339,AGENCIA,"AGENCIA AMERICAS IV (A453)",LOCAL,"Zona 14 Av Las Américas 16-77",0:10:00,"Base Las Americas",N/A,"Sin cobertura",,EBANO
214,A454,08.2.340,AGENCIA,"AGENCIA C.C. LOS PROCERES (A454)",LOCAL,"Comercial Los Próceres 16 Calle 2-00, zona 10, nivel 3. local 311, Guatemala",0:10:00,"base zona 10",N/A,"Sin cobertura",,EBANO
215,A455,08.2.341,AGENCIA,"AGENCIA GALERIAS LA PRADERA (A455)",LOCAL,"Centro Comercial Galerías La Pradera, 18 Calle 25-36, zona 10, La Pradera",0:10:00,"base zona 10",N/A,"Sin cobertura",,EBANO
216,A457,08.2.342,AGENCIA,"AGENCIA PLAZA FUTECA (A457)",LOCAL,"10 Avenida 8-16 zona 14, Plaza Futeca local 9",0:10:00,"Base Las Americas",N/A,"Sin cobertura",,EBANO
217,A457A,08.2.342,AGENCIA,"AGENCIA BI PREMIUM PLAZA FUTECA (A457A)",LOCAL,"10 Avenida 8-16 zona 14, Plaza Futeca local 9",0:10:00,"Base Las Americas",N/A,"Sin cobertura",,EBANO
218,A458,08.2.343,AGENCIA,"AGENCIA PLAZA SAN RAFAEL ZONA 18  (A458)",LOCAL,"Km 7.5 Carr al Atlántico, Plaza San Rafael, local 2",0:10:00,"Base Norte",N/A,"Sin cobertura",,EBANO
219,A460,08.2.345,AGENCIA,"AGENCIA MEGASEIS (A460)",LOCAL,"Centro Comercial Megaseis 15 avenida 16-11 zona 6 Guatemala, Guatemala",0:10:00,"base la parroquia",N/A,"Sin cobertura",,EBANO
220,A463,08.2.347,AGENCIA,"AGENCIA CENTRA SUR (A463)",LOCAL,"2da. Avenida Final Plaza Centra Sur locales 3, 4 y 5, Colonia Villa Lobos I y II, Villa Nueva",0:15:00,"Base Aguilar Batres",SI,"Sin cobertura",,EBANO
221,A465,08.2.348,AGENCIA,"AGENCIA DESIGN CENTER (A465)",LOCAL,"Diagonal 6, 12-42 Local 133, Edificio Design Center, zona 10",0:10:00,"base zona 10",N/A,"Sin cobertura",,EBANO
222,A487,08.2.453,AGENCIA,"AGENCIA REAL ASUNCION ZONA 5 (A487)",LOCAL,"Diagonal 14 20-55 zona 5 Plaza Real Asunción",0:10:00,"Base Bolivar",SI,"Sin cobertura",,EBANO
223,A508,08.2.649,AGENCIA,"AGENCIA PLAZA PINULA",LOCAL,"Km. 17.4 carretera da San José Pinula, 1ª. Avenida 1-70, Aldea Don Justo, Fraijanes, Guatemala.",0:10:00,"Base Condado",N/A,"Sin cobertura",,EBANO
224,A515,08.2.651,AGENCIA,"AGENCIA LA ROTONDA ESCUINTLA (A515)",DEPARTAMENTAL,"Lote No. 31, manzana “A”, Lotificaciones El Recreo, Escuintla, Escuintla.",0:10:00,"Agencia Ebano Escuintla",GRATIS,"Sin cobertura",,EBANO
225,A520,08.2.665,AGENCIA,"AGENCIA NARANJO MALL (A520)",LOCAL,"23 Calle 10-00; Zona 4; Local PF-01; segundo nivel, Naranjo Mall, Mixco Guatemala.",0:12:00,"San Juan",GRATIS,"Sin cobertura",,EBANO
226,A521,08.2.666,AGENCIA,"AGENCIA PLAZA MADERO ROOSEVELT (A521)",LOCAL,"Km.13.5, Calzada Roosevelt, 7-59, de la Zona 3, Colonia Cotio, C.C. Plaza Madero Roosevelt, locales 19, 20 y 21  Mixco, Guatemala",0:10:00,"Base Central",N/A,"Sin cobertura",,EBANO
227,A522,08.2.667,AGENCIA,"AGENCIA PLAYA GRANDE (A522)",DEPARTAMENTAL,"Lote 2 zona 1 Playa Grande, Ixcan, Quiché",5:00:00,"Ebano Cobán",N/A,"Sin cobertura",,EBANO
228,A524,08.2.669,AGENCIA,"AGENCIA CONDADO NARANJO",LOCAL,"Boulevard El Naranjo 13-64 Condado Naranjo Local 11, zona 4, Mixco, Guatemala.",0:15:00,Florida,SI,"Sin cobertura",,EBANO
229,A526,08.2.671,AGENCIA,"AGENCIA RABINAL (A526)",DEPARTAMENTAL,"3 Av. Entre 1 y 2 calle zona 2, Baja Verapaz",1:30:00,Salamá,N/A,"Sin cobertura",,EBANO
230,A530,08.2.674,AGENCIA,"AGENCIA METRO FERIA EL GUARDA (A530)",LOCAL,"Calz. Roosevelt 4-65 Z.11 Colonia El Progreso C.C. Plaza Metro Feria",0:10:00,Roosevelt,N/A,"Sin cobertura",,EBANO
231,A532,08.2.677,AGENCIA,"AGENCIA SAYAXCHE (A532)",DEPARTAMENTAL,"Barrio el Centro zona 1, calle del salón municipal, Sayaxché, Petén.",0:10:00,"Ebano Sayaxché, Peten.",N/A,"Sin cobertura",,EBANO
232,A535,08.2.680,AGENCIA,"AGENCIA INTERAMERICAS (A535)",LOCAL,"Diagonal 6, 10-50 zona 10 Edificio Interamericas planta baja torre sur, local 108",0:10:00," Zona 10",N/A,"Sin cobertura",,EBANO
233,A540,08.2.683,AGENCIA,"AGENCIA U. MESOAMERICANA XELA (A540)",DEPARTAMENTAL,"Manzana  7 Lote 1 Cantón La Democracia.",0:10:00,"Ebano Xela",N/A,"Sin cobertura",,EBANO
234,A543,08.2.686,AGENCIA,"AGENCIA UMG XELA (A543)",DEPARTAMENTAL,"1a. Calle 9a. Avenida, zona 1, La Esperanza, Quetzaltenango",0:15:00,"Ebano Xela","Pre autorizado","Sin cobertura",,EBANO
235,A547,08.2.676,AGENCIA,"AGENCIA WTC (A547)",LOCAL,"15 Ave 5-00 Zona 13 Edificio World Technology Center Locales 119, 120 y 121",0:10:00,"Base Américas",N/A,"Sin cobertura",,EBANO
236,A551,08.2.693,AGENCIA,"AGENCIA EL PARADOR MILPAS ALTAS (A551)",DEPARTAMENTAL,"Km. 34.5 ruta 10 c.c. El Parador local 10 y 11 Sta. Lucia milpas altas, sta. Juan Sacatepéquez",0:20:00,"Ebano San Lucas",N/A,"Sin cobertura",,EBANO
237,A552,08.2.696,AGENCIA,"AGENCIA PLAZA MADERO ATANASIO (A552)",LOCAL,"Diagonal 3 calzada Atanasio Tzul, 17-13 zona 12",0:15:00,"Santa Elisa",N/A,"Sin cobertura",,EBANO
238,A554,08.2.694,AGENCIA,"AGENCIA LA GOMERA (A554)",DEPARTAMENTAL,"Calzada Eufrasio Tambito, 4ª. Avenida y 7ª. Calle, La Gomera Escuintla ",1:20:00," Ebano Santa Lucia",N/A,"Sin cobertura",,EBANO
239,A555,08.2.695,AGENCIA,"AGENCIA AVIA (A555)",LOCAL,"12 CALLE 2-25 ZONA 10; GUATEMALA; GUATEMALA",0:10:00," Zona 10",N/A,"Sin cobertura",,EBANO
240,A556,08.2.697,AGENCIA,"AGENCIA  ARBORETO SAN NICOLAS (A556)",LOCAL,"23 Avenida 55-11, Locales 114 y 115 Centro Comercial Arboreto San Nicolás, Zona 4, Mixco, Guatemala",0:15:00,"Base Florida",N/A,"Sin cobertura",,EBANO
241,A557,08.2.699,AGENCIA,"AGENCIA COLOMBA COSTA CUCA (A557)",DEPARTAMENTAL,"EDIFICIO MUNICPAL ZONA 1; COLOMBA COSTA CUCA; QUETZALTENANGO",1:00:00,"Ebano Coatepeque",N/A,"Sin cobertura",,EBANO
242,A558,08.2.698,AGENCIA,"AGENCIA PARQUE AMERICAS (A558)",LOCAL,"Avenida Las Américas 6-69 zona 14, Comercial Las Américas, 3er. Nivel, Plaza Financiera D, Guatemala.",0:15:00,Americas,N/A,"Sin cobertura",,EBANO
243,A560,08.2.700,AGENCIA,"AGENCIA UMG VILLA NUEVA (A560)",LOCAL,"Kilometro 21.2 carretera al pacifico zona 10, antigua carretera a amatitlan",0:15:00,"Base Villa Nueva",N/A,"Sin cobertura",,EBANO
